"Potential, V ( 5mV/s)"	"Current, A ( 5 mV/s)"	"Potential, V ( 10mV/s)"	"Current, A ( 10 mV/s)"	"Potential, V ( 25mV/s)"	"Current, A ( 25 mV/s)"	"Potential, V ( 50mV/s)"	"Current, A ( 50 mV/s)"	"Potential, V ( 100mV/s)"	"Current, A ( 100 mV/s)"	"Potential, V ( 200 mV/s)"	"Current, A ( 200 mV/s)"	"Potential, V ( 400 mV/s)"	"Current, A ( 400 mV/s)"
-0.358	-3.22E-06	-0.358	-3.59E-06	-0.358	-5.15E-06	-0.358	-7.05E-06	-0.358	-9.90E-06	-0.358	-1.38E-05	-0.358	-1.97E-05
-0.359	-3.22E-06	-0.359	-3.59E-06	-0.359	-5.14E-06	-0.359	-7.04E-06	-0.359	-9.87E-06	-0.359	-1.38E-05	-0.359	-1.97E-05
-0.36	-3.22E-06	-0.36	-3.58E-06	-0.36	-5.13E-06	-0.36	-7.02E-06	-0.36	-9.85E-06	-0.36	-1.38E-05	-0.36	-1.96E-05
-0.361	-3.21E-06	-0.361	-3.57E-06	-0.361	-5.12E-06	-0.361	-7.00E-06	-0.361	-9.82E-06	-0.361	-1.37E-05	-0.361	-1.95E-05
-0.362	-3.21E-06	-0.362	-3.57E-06	-0.362	-5.11E-06	-0.362	-6.99E-06	-0.362	-9.80E-06	-0.362	-1.37E-05	-0.362	-1.95E-05
-0.363	-3.21E-06	-0.363	-3.56E-06	-0.363	-5.10E-06	-0.363	-6.97E-06	-0.363	-9.78E-06	-0.363	-1.37E-05	-0.363	-1.94E-05
-0.364	-3.21E-06	-0.364	-3.56E-06	-0.364	-5.09E-06	-0.364	-6.96E-06	-0.364	-9.76E-06	-0.364	-1.36E-05	-0.364	-1.94E-05
-0.365	-3.21E-06	-0.365	-3.55E-06	-0.365	-5.08E-06	-0.365	-6.94E-06	-0.365	-9.73E-06	-0.365	-1.36E-05	-0.365	-1.94E-05
-0.366	-3.21E-06	-0.366	-3.55E-06	-0.366	-5.07E-06	-0.366	-6.93E-06	-0.366	-9.71E-06	-0.366	-1.36E-05	-0.366	-1.93E-05
-0.367	-3.21E-06	-0.367	-3.54E-06	-0.367	-5.06E-06	-0.367	-6.91E-06	-0.367	-9.69E-06	-0.367	-1.35E-05	-0.367	-1.93E-05
-0.368	-3.21E-06	-0.368	-3.54E-06	-0.368	-5.05E-06	-0.368	-6.90E-06	-0.368	-9.67E-06	-0.368	-1.35E-05	-0.368	-1.92E-05
-0.369	-3.21E-06	-0.369	-3.53E-06	-0.369	-5.04E-06	-0.369	-6.88E-06	-0.369	-9.64E-06	-0.369	-1.35E-05	-0.369	-1.92E-05
-0.37	-3.21E-06	-0.37	-3.52E-06	-0.37	-5.03E-06	-0.37	-6.87E-06	-0.37	-9.62E-06	-0.37	-1.34E-05	-0.37	-1.91E-05
-0.371	-3.21E-06	-0.371	-3.52E-06	-0.371	-5.03E-06	-0.371	-6.85E-06	-0.371	-9.61E-06	-0.371	-1.34E-05	-0.371	-1.91E-05
-0.372	-3.21E-06	-0.372	-3.51E-06	-0.372	-5.02E-06	-0.372	-6.84E-06	-0.372	-9.59E-06	-0.372	-1.34E-05	-0.372	-1.90E-05
-0.373	-3.21E-06	-0.373	-3.51E-06	-0.373	-5.01E-06	-0.373	-6.83E-06	-0.373	-9.56E-06	-0.373	-1.33E-05	-0.373	-1.90E-05
-0.374	-3.20E-06	-0.374	-3.50E-06	-0.374	-5.00E-06	-0.374	-6.81E-06	-0.374	-9.55E-06	-0.374	-1.33E-05	-0.374	-1.89E-05
-0.375	-3.20E-06	-0.375	-3.50E-06	-0.375	-4.99E-06	-0.375	-6.80E-06	-0.375	-9.52E-06	-0.375	-1.33E-05	-0.375	-1.89E-05
-0.376	-3.20E-06	-0.376	-3.49E-06	-0.376	-4.98E-06	-0.376	-6.79E-06	-0.376	-9.51E-06	-0.376	-1.32E-05	-0.376	-1.88E-05
-0.377	-3.20E-06	-0.377	-3.49E-06	-0.377	-4.97E-06	-0.377	-6.77E-06	-0.377	-9.49E-06	-0.377	-1.32E-05	-0.377	-1.88E-05
-0.378	-3.20E-06	-0.378	-3.49E-06	-0.378	-4.97E-06	-0.378	-6.76E-06	-0.378	-9.47E-06	-0.378	-1.32E-05	-0.378	-1.87E-05
-0.379	-3.20E-06	-0.379	-3.48E-06	-0.379	-4.96E-06	-0.379	-6.75E-06	-0.379	-9.45E-06	-0.379	-1.32E-05	-0.379	-1.87E-05
-0.38	-3.20E-06	-0.38	-3.48E-06	-0.38	-4.95E-06	-0.38	-6.74E-06	-0.38	-9.43E-06	-0.38	-1.31E-05	-0.38	-1.87E-05
-0.381	-3.20E-06	-0.381	-3.47E-06	-0.381	-4.94E-06	-0.381	-6.72E-06	-0.381	-9.41E-06	-0.381	-1.31E-05	-0.381	-1.86E-05
-0.382	-3.20E-06	-0.382	-3.47E-06	-0.382	-4.93E-06	-0.382	-6.71E-06	-0.382	-9.40E-06	-0.382	-1.31E-05	-0.382	-1.86E-05
-0.383	-3.20E-06	-0.383	-3.46E-06	-0.383	-4.93E-06	-0.383	-6.70E-06	-0.383	-9.38E-06	-0.383	-1.31E-05	-0.383	-1.86E-05
-0.384	-3.20E-06	-0.384	-3.46E-06	-0.384	-4.92E-06	-0.384	-6.69E-06	-0.384	-9.36E-06	-0.384	-1.30E-05	-0.384	-1.85E-05
-0.385	-3.20E-06	-0.385	-3.46E-06	-0.385	-4.91E-06	-0.385	-6.68E-06	-0.385	-9.34E-06	-0.385	-1.30E-05	-0.385	-1.85E-05
-0.386	-3.20E-06	-0.386	-3.45E-06	-0.386	-4.90E-06	-0.386	-6.67E-06	-0.386	-9.32E-06	-0.386	-1.30E-05	-0.386	-1.84E-05
-0.387	-3.20E-06	-0.387	-3.45E-06	-0.387	-4.90E-06	-0.387	-6.66E-06	-0.387	-9.31E-06	-0.387	-1.29E-05	-0.387	-1.84E-05
-0.388	-3.20E-06	-0.388	-3.44E-06	-0.388	-4.89E-06	-0.388	-6.64E-06	-0.388	-9.29E-06	-0.388	-1.29E-05	-0.388	-1.83E-05
-0.389	-3.20E-06	-0.389	-3.44E-06	-0.389	-4.88E-06	-0.389	-6.63E-06	-0.389	-9.27E-06	-0.389	-1.29E-05	-0.389	-1.83E-05
-0.39	-3.20E-06	-0.39	-3.43E-06	-0.39	-4.88E-06	-0.39	-6.62E-06	-0.39	-9.26E-06	-0.39	-1.29E-05	-0.39	-1.83E-05
-0.391	-3.20E-06	-0.391	-3.43E-06	-0.391	-4.87E-06	-0.391	-6.61E-06	-0.391	-9.24E-06	-0.391	-1.28E-05	-0.391	-1.82E-05
-0.392	-3.20E-06	-0.392	-3.43E-06	-0.392	-4.86E-06	-0.392	-6.60E-06	-0.392	-9.23E-06	-0.392	-1.28E-05	-0.392	-1.82E-05
-0.393	-3.20E-06	-0.393	-3.42E-06	-0.393	-4.86E-06	-0.393	-6.59E-06	-0.393	-9.21E-06	-0.393	-1.28E-05	-0.393	-1.82E-05
-0.394	-3.20E-06	-0.394	-3.42E-06	-0.394	-4.85E-06	-0.394	-6.58E-06	-0.394	-9.19E-06	-0.394	-1.28E-05	-0.394	-1.81E-05
-0.395	-3.20E-06	-0.395	-3.42E-06	-0.395	-4.84E-06	-0.395	-6.57E-06	-0.395	-9.18E-06	-0.395	-1.28E-05	-0.395	-1.81E-05
-0.396	-3.20E-06	-0.396	-3.41E-06	-0.396	-4.84E-06	-0.396	-6.56E-06	-0.396	-9.16E-06	-0.396	-1.27E-05	-0.396	-1.81E-05
-0.397	-3.20E-06	-0.397	-3.41E-06	-0.397	-4.83E-06	-0.397	-6.55E-06	-0.397	-9.15E-06	-0.397	-1.27E-05	-0.397	-1.80E-05
-0.398	-3.20E-06	-0.398	-3.40E-06	-0.398	-4.82E-06	-0.398	-6.54E-06	-0.398	-9.14E-06	-0.398	-1.27E-05	-0.398	-1.80E-05
-0.399	-3.20E-06	-0.399	-3.40E-06	-0.399	-4.82E-06	-0.399	-6.53E-06	-0.399	-9.12E-06	-0.399	-1.27E-05	-0.399	-1.80E-05
-0.4	-3.20E-06	-0.4	-3.40E-06	-0.4	-4.81E-06	-0.4	-6.53E-06	-0.4	-9.11E-06	-0.4	-1.26E-05	-0.4	-1.79E-05
-0.401	-3.21E-06	-0.401	-3.39E-06	-0.401	-4.80E-06	-0.401	-6.52E-06	-0.401	-9.09E-06	-0.401	-1.26E-05	-0.401	-1.79E-05
-0.402	-3.21E-06	-0.402	-3.39E-06	-0.402	-4.80E-06	-0.402	-6.51E-06	-0.402	-9.08E-06	-0.402	-1.26E-05	-0.402	-1.79E-05
-0.403	-3.21E-06	-0.403	-3.39E-06	-0.403	-4.79E-06	-0.403	-6.50E-06	-0.403	-9.06E-06	-0.403	-1.26E-05	-0.403	-1.78E-05
-0.404	-3.21E-06	-0.404	-3.38E-06	-0.404	-4.79E-06	-0.404	-6.49E-06	-0.404	-9.05E-06	-0.404	-1.26E-05	-0.404	-1.78E-05
-0.405	-3.21E-06	-0.405	-3.38E-06	-0.405	-4.78E-06	-0.405	-6.48E-06	-0.405	-9.04E-06	-0.405	-1.25E-05	-0.405	-1.78E-05
-0.406	-3.21E-06	-0.406	-3.38E-06	-0.406	-4.77E-06	-0.406	-6.47E-06	-0.406	-9.02E-06	-0.406	-1.25E-05	-0.406	-1.77E-05
-0.407	-3.21E-06	-0.407	-3.37E-06	-0.407	-4.77E-06	-0.407	-6.46E-06	-0.407	-9.01E-06	-0.407	-1.25E-05	-0.407	-1.77E-05
-0.408	-3.21E-06	-0.408	-3.37E-06	-0.408	-4.76E-06	-0.408	-6.46E-06	-0.408	-9.00E-06	-0.408	-1.25E-05	-0.408	-1.77E-05
-0.409	-3.21E-06	-0.409	-3.37E-06	-0.409	-4.76E-06	-0.409	-6.45E-06	-0.409	-8.99E-06	-0.409	-1.25E-05	-0.409	-1.76E-05
-0.41	-3.21E-06	-0.41	-3.36E-06	-0.41	-4.75E-06	-0.41	-6.44E-06	-0.41	-8.97E-06	-0.41	-1.24E-05	-0.41	-1.76E-05
-0.411	-3.21E-06	-0.411	-3.36E-06	-0.411	-4.75E-06	-0.411	-6.43E-06	-0.411	-8.96E-06	-0.411	-1.24E-05	-0.411	-1.76E-05
-0.412	-3.21E-06	-0.412	-3.36E-06	-0.412	-4.74E-06	-0.412	-6.42E-06	-0.412	-8.95E-06	-0.412	-1.24E-05	-0.412	-1.76E-05
-0.413	-3.21E-06	-0.413	-3.36E-06	-0.413	-4.73E-06	-0.413	-6.42E-06	-0.413	-8.94E-06	-0.413	-1.24E-05	-0.413	-1.75E-05
-0.414	-3.21E-06	-0.414	-3.35E-06	-0.414	-4.73E-06	-0.414	-6.41E-06	-0.414	-8.93E-06	-0.414	-1.24E-05	-0.414	-1.75E-05
-0.415	-3.21E-06	-0.415	-3.35E-06	-0.415	-4.72E-06	-0.415	-6.40E-06	-0.415	-8.91E-06	-0.415	-1.23E-05	-0.415	-1.75E-05
-0.416	-3.21E-06	-0.416	-3.35E-06	-0.416	-4.72E-06	-0.416	-6.39E-06	-0.416	-8.90E-06	-0.416	-1.23E-05	-0.416	-1.75E-05
-0.417	-3.21E-06	-0.417	-3.34E-06	-0.417	-4.71E-06	-0.417	-6.39E-06	-0.417	-8.89E-06	-0.417	-1.23E-05	-0.417	-1.74E-05
-0.418	-3.21E-06	-0.418	-3.34E-06	-0.418	-4.71E-06	-0.418	-6.38E-06	-0.418	-8.88E-06	-0.418	-1.23E-05	-0.418	-1.74E-05
-0.419	-3.21E-06	-0.419	-3.34E-06	-0.419	-4.70E-06	-0.419	-6.37E-06	-0.419	-8.87E-06	-0.419	-1.23E-05	-0.419	-1.74E-05
-0.42	-3.21E-06	-0.42	-3.34E-06	-0.42	-4.70E-06	-0.42	-6.36E-06	-0.42	-8.86E-06	-0.42	-1.23E-05	-0.42	-1.73E-05
-0.421	-3.21E-06	-0.421	-3.33E-06	-0.421	-4.69E-06	-0.421	-6.36E-06	-0.421	-8.85E-06	-0.421	-1.22E-05	-0.421	-1.73E-05
-0.422	-3.22E-06	-0.422	-3.33E-06	-0.422	-4.69E-06	-0.422	-6.35E-06	-0.422	-8.84E-06	-0.422	-1.22E-05	-0.422	-1.73E-05
-0.423	-3.22E-06	-0.423	-3.33E-06	-0.423	-4.68E-06	-0.423	-6.34E-06	-0.423	-8.83E-06	-0.423	-1.22E-05	-0.423	-1.73E-05
-0.424	-3.22E-06	-0.424	-3.32E-06	-0.424	-4.68E-06	-0.424	-6.34E-06	-0.424	-8.82E-06	-0.424	-1.22E-05	-0.424	-1.72E-05
-0.425	-3.22E-06	-0.425	-3.32E-06	-0.425	-4.67E-06	-0.425	-6.33E-06	-0.425	-8.81E-06	-0.425	-1.22E-05	-0.425	-1.72E-05
-0.426	-3.22E-06	-0.426	-3.32E-06	-0.426	-4.67E-06	-0.426	-6.32E-06	-0.426	-8.80E-06	-0.426	-1.22E-05	-0.426	-1.72E-05
-0.427	-3.22E-06	-0.427	-3.32E-06	-0.427	-4.66E-06	-0.427	-6.32E-06	-0.427	-8.78E-06	-0.427	-1.22E-05	-0.427	-1.72E-05
-0.428	-3.22E-06	-0.428	-3.31E-06	-0.428	-4.66E-06	-0.428	-6.31E-06	-0.428	-8.78E-06	-0.428	-1.21E-05	-0.428	-1.72E-05
-0.429	-3.22E-06	-0.429	-3.31E-06	-0.429	-4.65E-06	-0.429	-6.30E-06	-0.429	-8.77E-06	-0.429	-1.21E-05	-0.429	-1.71E-05
-0.43	-3.22E-06	-0.43	-3.31E-06	-0.43	-4.65E-06	-0.43	-6.30E-06	-0.43	-8.76E-06	-0.43	-1.21E-05	-0.43	-1.71E-05
-0.431	-3.22E-06	-0.431	-3.31E-06	-0.431	-4.64E-06	-0.431	-6.29E-06	-0.431	-8.75E-06	-0.431	-1.21E-05	-0.431	-1.71E-05
-0.432	-3.22E-06	-0.432	-3.30E-06	-0.432	-4.64E-06	-0.432	-6.28E-06	-0.432	-8.74E-06	-0.432	-1.21E-05	-0.432	-1.71E-05
-0.433	-3.22E-06	-0.433	-3.30E-06	-0.433	-4.63E-06	-0.433	-6.28E-06	-0.433	-8.73E-06	-0.433	-1.21E-05	-0.433	-1.71E-05
-0.434	-3.22E-06	-0.434	-3.30E-06	-0.434	-4.63E-06	-0.434	-6.27E-06	-0.434	-8.72E-06	-0.434	-1.21E-05	-0.434	-1.70E-05
-0.435	-3.22E-06	-0.435	-3.30E-06	-0.435	-4.62E-06	-0.435	-6.27E-06	-0.435	-8.71E-06	-0.435	-1.20E-05	-0.435	-1.70E-05
-0.436	-3.23E-06	-0.436	-3.29E-06	-0.436	-4.62E-06	-0.436	-6.26E-06	-0.436	-8.70E-06	-0.436	-1.20E-05	-0.436	-1.70E-05
-0.437	-3.23E-06	-0.437	-3.29E-06	-0.437	-4.61E-06	-0.437	-6.25E-06	-0.437	-8.69E-06	-0.437	-1.20E-05	-0.437	-1.70E-05
-0.438	-3.23E-06	-0.438	-3.29E-06	-0.438	-4.61E-06	-0.438	-6.25E-06	-0.438	-8.69E-06	-0.438	-1.20E-05	-0.438	-1.69E-05
-0.439	-3.23E-06	-0.439	-3.29E-06	-0.439	-4.60E-06	-0.439	-6.24E-06	-0.439	-8.68E-06	-0.439	-1.20E-05	-0.439	-1.69E-05
-0.44	-3.23E-06	-0.44	-3.28E-06	-0.44	-4.60E-06	-0.44	-6.23E-06	-0.44	-8.67E-06	-0.44	-1.20E-05	-0.44	-1.69E-05
-0.441	-3.23E-06	-0.441	-3.28E-06	-0.441	-4.59E-06	-0.441	-6.23E-06	-0.441	-8.66E-06	-0.441	-1.20E-05	-0.441	-1.69E-05
-0.442	-3.23E-06	-0.442	-3.28E-06	-0.442	-4.59E-06	-0.442	-6.22E-06	-0.442	-8.65E-06	-0.442	-1.19E-05	-0.442	-1.69E-05
-0.443	-3.23E-06	-0.443	-3.28E-06	-0.443	-4.58E-06	-0.443	-6.22E-06	-0.443	-8.64E-06	-0.443	-1.19E-05	-0.443	-1.69E-05
-0.444	-3.23E-06	-0.444	-3.27E-06	-0.444	-4.58E-06	-0.444	-6.21E-06	-0.444	-8.64E-06	-0.444	-1.19E-05	-0.444	-1.68E-05
-0.445	-3.23E-06	-0.445	-3.27E-06	-0.445	-4.57E-06	-0.445	-6.20E-06	-0.445	-8.63E-06	-0.445	-1.19E-05	-0.445	-1.68E-05
-0.446	-3.23E-06	-0.446	-3.27E-06	-0.446	-4.57E-06	-0.446	-6.20E-06	-0.446	-8.62E-06	-0.446	-1.19E-05	-0.446	-1.68E-05
-0.447	-3.23E-06	-0.447	-3.27E-06	-0.447	-4.56E-06	-0.447	-6.19E-06	-0.447	-8.61E-06	-0.447	-1.19E-05	-0.447	-1.68E-05
-0.448	-3.23E-06	-0.448	-3.27E-06	-0.448	-4.56E-06	-0.448	-6.19E-06	-0.448	-8.60E-06	-0.448	-1.19E-05	-0.448	-1.68E-05
-0.449	-3.23E-06	-0.449	-3.26E-06	-0.449	-4.55E-06	-0.449	-6.18E-06	-0.449	-8.59E-06	-0.449	-1.19E-05	-0.449	-1.68E-05
-0.45	-3.23E-06	-0.45	-3.26E-06	-0.45	-4.55E-06	-0.45	-6.17E-06	-0.45	-8.59E-06	-0.45	-1.19E-05	-0.45	-1.67E-05
-0.451	-3.24E-06	-0.451	-3.26E-06	-0.451	-4.54E-06	-0.451	-6.17E-06	-0.451	-8.58E-06	-0.451	-1.18E-05	-0.451	-1.67E-05
-0.452	-3.24E-06	-0.452	-3.26E-06	-0.452	-4.54E-06	-0.452	-6.16E-06	-0.452	-8.57E-06	-0.452	-1.18E-05	-0.452	-1.67E-05
-0.453	-3.24E-06	-0.453	-3.26E-06	-0.453	-4.53E-06	-0.453	-6.16E-06	-0.453	-8.56E-06	-0.453	-1.18E-05	-0.453	-1.67E-05
-0.454	-3.24E-06	-0.454	-3.25E-06	-0.454	-4.53E-06	-0.454	-6.15E-06	-0.454	-8.56E-06	-0.454	-1.18E-05	-0.454	-1.67E-05
-0.455	-3.24E-06	-0.455	-3.25E-06	-0.455	-4.53E-06	-0.455	-6.15E-06	-0.455	-8.55E-06	-0.455	-1.18E-05	-0.455	-1.67E-05
-0.456	-3.24E-06	-0.456	-3.25E-06	-0.456	-4.52E-06	-0.456	-6.14E-06	-0.456	-8.54E-06	-0.456	-1.18E-05	-0.456	-1.66E-05
-0.457	-3.24E-06	-0.457	-3.25E-06	-0.457	-4.52E-06	-0.457	-6.13E-06	-0.457	-8.53E-06	-0.457	-1.18E-05	-0.457	-1.66E-05
-0.458	-3.24E-06	-0.458	-3.24E-06	-0.458	-4.51E-06	-0.458	-6.13E-06	-0.458	-8.53E-06	-0.458	-1.18E-05	-0.458	-1.66E-05
-0.459	-3.24E-06	-0.459	-3.24E-06	-0.459	-4.51E-06	-0.459	-6.12E-06	-0.459	-8.52E-06	-0.459	-1.18E-05	-0.459	-1.66E-05
-0.46	-3.24E-06	-0.46	-3.24E-06	-0.46	-4.50E-06	-0.46	-6.12E-06	-0.46	-8.51E-06	-0.46	-1.18E-05	-0.46	-1.66E-05
-0.461	-3.24E-06	-0.461	-3.24E-06	-0.461	-4.50E-06	-0.461	-6.11E-06	-0.461	-8.50E-06	-0.461	-1.17E-05	-0.461	-1.66E-05
-0.462	-3.24E-06	-0.462	-3.24E-06	-0.462	-4.49E-06	-0.462	-6.11E-06	-0.462	-8.50E-06	-0.462	-1.17E-05	-0.462	-1.66E-05
-0.463	-3.24E-06	-0.463	-3.23E-06	-0.463	-4.49E-06	-0.463	-6.10E-06	-0.463	-8.49E-06	-0.463	-1.17E-05	-0.463	-1.65E-05
-0.464	-3.25E-06	-0.464	-3.23E-06	-0.464	-4.48E-06	-0.464	-6.09E-06	-0.464	-8.49E-06	-0.464	-1.17E-05	-0.464	-1.65E-05
-0.465	-3.25E-06	-0.465	-3.23E-06	-0.465	-4.48E-06	-0.465	-6.09E-06	-0.465	-8.48E-06	-0.465	-1.17E-05	-0.465	-1.65E-05
-0.466	-3.25E-06	-0.466	-3.23E-06	-0.466	-4.47E-06	-0.466	-6.08E-06	-0.466	-8.47E-06	-0.466	-1.17E-05	-0.466	-1.65E-05
-0.467	-3.25E-06	-0.467	-3.23E-06	-0.467	-4.47E-06	-0.467	-6.08E-06	-0.467	-8.46E-06	-0.467	-1.17E-05	-0.467	-1.65E-05
-0.468	-3.25E-06	-0.468	-3.22E-06	-0.468	-4.46E-06	-0.468	-6.07E-06	-0.468	-8.46E-06	-0.468	-1.17E-05	-0.468	-1.65E-05
-0.469	-3.25E-06	-0.469	-3.22E-06	-0.469	-4.46E-06	-0.469	-6.06E-06	-0.469	-8.45E-06	-0.469	-1.17E-05	-0.469	-1.64E-05
-0.47	-3.25E-06	-0.47	-3.22E-06	-0.47	-4.45E-06	-0.47	-6.06E-06	-0.47	-8.44E-06	-0.47	-1.17E-05	-0.47	-1.64E-05
-0.471	-3.25E-06	-0.471	-3.22E-06	-0.471	-4.45E-06	-0.471	-6.05E-06	-0.471	-8.44E-06	-0.471	-1.16E-05	-0.471	-1.64E-05
-0.472	-3.25E-06	-0.472	-3.22E-06	-0.472	-4.44E-06	-0.472	-6.05E-06	-0.472	-8.43E-06	-0.472	-1.16E-05	-0.472	-1.64E-05
-0.473	-3.25E-06	-0.473	-3.21E-06	-0.473	-4.44E-06	-0.473	-6.04E-06	-0.473	-8.42E-06	-0.473	-1.16E-05	-0.473	-1.64E-05
-0.474	-3.25E-06	-0.474	-3.21E-06	-0.474	-4.44E-06	-0.474	-6.04E-06	-0.474	-8.42E-06	-0.474	-1.16E-05	-0.474	-1.64E-05
-0.475	-3.25E-06	-0.475	-3.21E-06	-0.475	-4.43E-06	-0.475	-6.03E-06	-0.475	-8.41E-06	-0.475	-1.16E-05	-0.475	-1.64E-05
-0.476	-3.26E-06	-0.476	-3.21E-06	-0.476	-4.43E-06	-0.476	-6.02E-06	-0.476	-8.40E-06	-0.476	-1.16E-05	-0.476	-1.64E-05
-0.477	-3.26E-06	-0.477	-3.21E-06	-0.477	-4.42E-06	-0.477	-6.02E-06	-0.477	-8.39E-06	-0.477	-1.16E-05	-0.477	-1.64E-05
-0.478	-3.26E-06	-0.478	-3.20E-06	-0.478	-4.42E-06	-0.478	-6.01E-06	-0.478	-8.39E-06	-0.478	-1.16E-05	-0.478	-1.64E-05
-0.479	-3.26E-06	-0.479	-3.20E-06	-0.479	-4.41E-06	-0.479	-6.01E-06	-0.479	-8.38E-06	-0.479	-1.16E-05	-0.479	-1.63E-05
-0.48	-3.26E-06	-0.48	-3.20E-06	-0.48	-4.41E-06	-0.48	-6.00E-06	-0.48	-8.38E-06	-0.48	-1.16E-05	-0.48	-1.63E-05
-0.481	-3.26E-06	-0.481	-3.20E-06	-0.481	-4.40E-06	-0.481	-5.99E-06	-0.481	-8.37E-06	-0.481	-1.16E-05	-0.481	-1.63E-05
-0.482	-3.26E-06	-0.482	-3.20E-06	-0.482	-4.40E-06	-0.482	-5.99E-06	-0.482	-8.36E-06	-0.482	-1.16E-05	-0.482	-1.63E-05
-0.483	-3.26E-06	-0.483	-3.19E-06	-0.483	-4.39E-06	-0.483	-5.98E-06	-0.483	-8.36E-06	-0.483	-1.15E-05	-0.483	-1.63E-05
-0.484	-3.26E-06	-0.484	-3.19E-06	-0.484	-4.39E-06	-0.484	-5.98E-06	-0.484	-8.35E-06	-0.484	-1.15E-05	-0.484	-1.63E-05
-0.485	-3.26E-06	-0.485	-3.19E-06	-0.485	-4.39E-06	-0.485	-5.97E-06	-0.485	-8.34E-06	-0.485	-1.15E-05	-0.485	-1.63E-05
-0.486	-3.26E-06	-0.486	-3.19E-06	-0.486	-4.38E-06	-0.486	-5.97E-06	-0.486	-8.34E-06	-0.486	-1.15E-05	-0.486	-1.63E-05
-0.487	-3.26E-06	-0.487	-3.19E-06	-0.487	-4.38E-06	-0.487	-5.96E-06	-0.487	-8.33E-06	-0.487	-1.15E-05	-0.487	-1.63E-05
-0.488	-3.27E-06	-0.488	-3.19E-06	-0.488	-4.37E-06	-0.488	-5.95E-06	-0.488	-8.32E-06	-0.488	-1.15E-05	-0.488	-1.62E-05
-0.489	-3.27E-06	-0.489	-3.18E-06	-0.489	-4.37E-06	-0.489	-5.95E-06	-0.489	-8.32E-06	-0.489	-1.15E-05	-0.489	-1.62E-05
-0.49	-3.27E-06	-0.49	-3.18E-06	-0.49	-4.36E-06	-0.49	-5.94E-06	-0.49	-8.31E-06	-0.49	-1.15E-05	-0.49	-1.62E-05
-0.491	-3.27E-06	-0.491	-3.18E-06	-0.491	-4.36E-06	-0.491	-5.94E-06	-0.491	-8.30E-06	-0.491	-1.15E-05	-0.491	-1.62E-05
-0.492	-3.27E-06	-0.492	-3.18E-06	-0.492	-4.35E-06	-0.492	-5.93E-06	-0.492	-8.30E-06	-0.492	-1.15E-05	-0.492	-1.62E-05
-0.493	-3.27E-06	-0.493	-3.18E-06	-0.493	-4.35E-06	-0.493	-5.92E-06	-0.493	-8.29E-06	-0.493	-1.15E-05	-0.493	-1.62E-05
-0.494	-3.27E-06	-0.494	-3.18E-06	-0.494	-4.34E-06	-0.494	-5.92E-06	-0.494	-8.28E-06	-0.494	-1.15E-05	-0.494	-1.62E-05
-0.495	-3.27E-06	-0.495	-3.17E-06	-0.495	-4.34E-06	-0.495	-5.91E-06	-0.495	-8.28E-06	-0.495	-1.14E-05	-0.495	-1.62E-05
-0.496	-3.27E-06	-0.496	-3.17E-06	-0.496	-4.34E-06	-0.496	-5.91E-06	-0.496	-8.27E-06	-0.496	-1.14E-05	-0.496	-1.62E-05
-0.497	-3.27E-06	-0.497	-3.17E-06	-0.497	-4.33E-06	-0.497	-5.90E-06	-0.497	-8.26E-06	-0.497	-1.14E-05	-0.497	-1.62E-05
-0.498	-3.27E-06	-0.498	-3.17E-06	-0.498	-4.33E-06	-0.498	-5.90E-06	-0.498	-8.26E-06	-0.498	-1.14E-05	-0.498	-1.61E-05
-0.499	-3.28E-06	-0.499	-3.17E-06	-0.499	-4.32E-06	-0.499	-5.89E-06	-0.499	-8.25E-06	-0.499	-1.14E-05	-0.499	-1.62E-05
-0.5	-3.28E-06	-0.5	-3.16E-06	-0.5	-4.32E-06	-0.5	-5.88E-06	-0.5	-8.25E-06	-0.5	-1.14E-05	-0.5	-1.61E-05
-0.501	-3.28E-06	-0.501	-3.16E-06	-0.501	-4.31E-06	-0.501	-5.88E-06	-0.501	-8.24E-06	-0.501	-1.14E-05	-0.501	-1.61E-05
-0.502	-3.28E-06	-0.502	-3.16E-06	-0.502	-4.31E-06	-0.502	-5.87E-06	-0.502	-8.23E-06	-0.502	-1.14E-05	-0.502	-1.61E-05
-0.503	-3.28E-06	-0.503	-3.16E-06	-0.503	-4.30E-06	-0.503	-5.87E-06	-0.503	-8.22E-06	-0.503	-1.14E-05	-0.503	-1.61E-05
-0.504	-3.28E-06	-0.504	-3.16E-06	-0.504	-4.30E-06	-0.504	-5.86E-06	-0.504	-8.22E-06	-0.504	-1.14E-05	-0.504	-1.61E-05
-0.505	-3.28E-06	-0.505	-3.16E-06	-0.505	-4.30E-06	-0.505	-5.86E-06	-0.505	-8.21E-06	-0.505	-1.14E-05	-0.505	-1.61E-05
-0.506	-3.28E-06	-0.506	-3.16E-06	-0.506	-4.29E-06	-0.506	-5.85E-06	-0.506	-8.21E-06	-0.506	-1.14E-05	-0.506	-1.61E-05
-0.507	-3.28E-06	-0.507	-3.15E-06	-0.507	-4.29E-06	-0.507	-5.84E-06	-0.507	-8.20E-06	-0.507	-1.14E-05	-0.507	-1.61E-05
-0.508	-3.28E-06	-0.508	-3.15E-06	-0.508	-4.28E-06	-0.508	-5.84E-06	-0.508	-8.19E-06	-0.508	-1.14E-05	-0.508	-1.61E-05
